image_id,mask_id,class_name
1803250908-00000515,1803250908-00000515_00000,Background
1803250908-00000515,1803250908-00000515_00001,Human
1803241944-00000437,1803241944-00000437_00000,Human
1803241944-00000437,1803241944-00000437_00001,Background
1803250047-00000287,1803250047-00000287_00000,Human
1803250047-00000287,1803250047-00000287_00001,Background
1803242036-00000473,1803242036-00000473_00000,Human
1803242036-00000473,1803242036-00000473_00001,Background
1803250047-00000492,1803250047-00000492_00000,Human
1803250047-00000492,1803250047-00000492_00001,Background
1803250908-00000223,1803250908-00000223_00000,Human
1803250908-00000223,1803250908-00000223_00001,Background
1803250018-00000393,1803250018-00000393_00000,Background
1803250018-00000393,1803250018-00000393_00001,Human
1803241914-00000545,1803241914-00000545_00000,Human
1803241914-00000545,1803241914-00000545_00001,Background
1803251103-00000200,1803251103-00000200_00000,Human
1803251103-00000200,1803251103-00000200_00001,Background
1803250215-00000205,1803250215-00000205_00000,Human
1803250215-00000205,1803250215-00000205_00001,Background
1803251131-00000205,1803251131-00000205_00000,Human
1803251131-00000205,1803251131-00000205_00001,Background
1803241840-00000540,1803241840-00000540_00000,Human
1803241840-00000540,1803241840-00000540_00001,Background
1803241840-00000345,1803241840-00000345_00000,Human
1803241840-00000345,1803241840-00000345_00001,Background
1803242010-00000415,1803242010-00000415_00000,Human
1803242010-00000415,1803242010-00000415_00001,Background
1803251225-00000423,1803251225-00000423_00000,Human
1803251225-00000423,1803251225-00000423_00001,Background
1803250837-00000231,1803250837-00000231_00000,Human
1803250837-00000231,1803250837-00000231_00001,Background
1803241610-00000485,1803241610-00000485_00000,Human
1803241610-00000485,1803241610-00000485_00001,Background
1803241807-00000293,1803241807-00000293_00000,Human
1803241807-00000293,1803241807-00000293_00001,Background
1803242010-00000232,1803242010-00000232_00000,Human
1803242010-00000232,1803242010-00000232_00001,Background
1803242348-00000255,1803242348-00000255_00000,Background
1803242348-00000255,1803242348-00000255_00001,Human
1803242321-00000050,1803242321-00000050_00000,Human
1803242321-00000050,1803242321-00000050_00001,Background
1803241914-00000074,1803241914-00000074_00000,Human
1803241914-00000074,1803241914-00000074_00001,Background
1803250115-00000461,1803250115-00000461_00000,Human
1803250115-00000461,1803250115-00000461_00001,Background
1803250146-00000461,1803250146-00000461_00000,Human
1803250146-00000461,1803250146-00000461_00001,Background
1803250837-00000618,1803250837-00000618_00000,Human
1803250837-00000618,1803250837-00000618_00001,Background
1803250719-00000276,1803250719-00000276_00000,Human
1803250719-00000276,1803250719-00000276_00001,Background
1803250018-00000269,1803250018-00000269_00000,Human
1803250018-00000269,1803250018-00000269_00001,Background
1803250146-00000330,1803250146-00000330_00000,Human
1803250146-00000330,1803250146-00000330_00001,Background
1803241840-00000462,1803241840-00000462_00000,Human
1803241840-00000462,1803241840-00000462_00001,Background
1803242010-00000118,1803242010-00000118_00000,Human
1803242010-00000118,1803242010-00000118_00001,Background
1803250745-00000010,1803250745-00000010_00000,Human
1803250745-00000010,1803250745-00000010_00001,Background
1803242321-00000410,1803242321-00000410_00000,Background
1803242321-00000410,1803242321-00000410_00001,Human
1803250908-00000102,1803250908-00000102_00000,Human
1803250908-00000102,1803250908-00000102_00001,Background
1803241807-00000366,1803241807-00000366_00000,Human
1803241807-00000366,1803241807-00000366_00001,Background
1803242101-00000111,1803242101-00000111_00000,Background
1803242101-00000111,1803242101-00000111_00001,Human
1803250719-00000371,1803250719-00000371_00000,Human
1803250719-00000371,1803250719-00000371_00001,Background
1803241944-00000265,1803241944-00000265_00000,Human
1803241944-00000265,1803241944-00000265_00001,Background
1803250115-00000546,1803250115-00000546_00000,Human
1803250115-00000546,1803250115-00000546_00001,Background
1803251032-00000250,1803251032-00000250_00000,Background
1803251032-00000250,1803251032-00000250_00001,Human
1803242101-00000471,1803242101-00000471_00000,Human
1803242101-00000471,1803242101-00000471_00001,Background
1803241610-00000027,1803241610-00000027_00000,Human
1803241610-00000027,1803241610-00000027_00001,Background
1803251225-00000184,1803251225-00000184_00000,Human
1803251225-00000184,1803251225-00000184_00001,Background
1803242101-00000351,1803242101-00000351_00000,Human
1803242101-00000351,1803242101-00000351_00001,Background
1803250719-00000246,1803250719-00000246_00000,Human
1803250719-00000246,1803250719-00000246_00001,Background
1803250908-00000376,1803250908-00000376_00000,Human
1803250908-00000376,1803250908-00000376_00001,Background
1803241610-00000329,1803241610-00000329_00000,Human
1803241610-00000329,1803241610-00000329_00001,Background
1803251225-00000259,1803251225-00000259_00000,Human
1803251225-00000259,1803251225-00000259_00001,Background
1803241734-00000169,1803241734-00000169_00000,Human
1803241734-00000169,1803241734-00000169_00001,Background
1803250908-00000343,1803250908-00000343_00000,Human
1803250908-00000343,1803250908-00000343_00001,Background
1803250018-00000446,1803250018-00000446_00000,Human
1803250018-00000446,1803250018-00000446_00001,Background
1803250018-00000423,1803250018-00000423_00000,Human
1803250018-00000423,1803250018-00000423_00001,Background
1803242348-00000020,1803242348-00000020_00000,Human
1803242348-00000020,1803242348-00000020_00001,Background
1803250115-00000438,1803250115-00000438_00000,Human
1803250115-00000438,1803250115-00000438_00001,Background
1803241840-00000243,1803241840-00000243_00000,Human
1803241840-00000243,1803241840-00000243_00001,Background
1803250837-00000074,1803250837-00000074_00000,Human
1803250837-00000074,1803250837-00000074_00001,Background
1803251200-00000069,1803251200-00000069_00000,Human
1803251200-00000069,1803251200-00000069_00001,Background
1803241638-00000176,1803241638-00000176_00000,Human
1803241638-00000176,1803241638-00000176_00001,Background
1803251200-00000229,1803251200-00000229_00000,Human
1803251200-00000229,1803251200-00000229_00001,Background
1803251103-00000203,1803251103-00000203_00000,Human
1803251103-00000203,1803251103-00000203_00001,Background
1803250047-00000044,1803250047-00000044_00000,Human
1803250047-00000044,1803250047-00000044_00001,Background
1803241807-00000298,1803241807-00000298_00000,Human
1803241807-00000298,1803241807-00000298_00001,Background
1803241840-00000079,1803241840-00000079_00000,Human
1803241840-00000079,1803241840-00000079_00001,Background
1803241914-00000011,1803241914-00000011_00000,Human
1803241914-00000011,1803241914-00000011_00001,Background
1803250837-00000079,1803250837-00000079_00000,Background
1803250837-00000079,1803250837-00000079_00001,Human
1803251225-00000348,1803251225-00000348_00000,Background
1803251225-00000348,1803251225-00000348_00001,Human
1803250018-00000011,1803250018-00000011_00000,Human
1803250018-00000011,1803250018-00000011_00001,Background
1803250047-00000221,1803250047-00000221_00000,Background
1803250047-00000221,1803250047-00000221_00001,Human
1803242348-00000263,1803242348-00000263_00000,Human
1803242348-00000263,1803242348-00000263_00001,Background
1803241707-00000144,1803241707-00000144_00000,Human
1803241707-00000144,1803241707-00000144_00001,Background
1803251200-00000117,1803251200-00000117_00000,Human
1803251200-00000117,1803251200-00000117_00001,Background
1803241638-00000249,1803241638-00000249_00000,Human
1803241638-00000249,1803241638-00000249_00001,Background
1803242101-00000251,1803242101-00000251_00000,Human
1803242101-00000251,1803242101-00000251_00001,Background
1803250047-00000096,1803250047-00000096_00000,Human
1803250047-00000096,1803250047-00000096_00001,Background
1803250745-00000251,1803250745-00000251_00000,Human
1803250745-00000251,1803250745-00000251_00001,Background
1803251003-00000458,1803251003-00000458_00000,Human
1803251003-00000458,1803251003-00000458_00001,Background
1803251131-00000422,1803251131-00000422_00000,Human
1803251131-00000422,1803251131-00000422_00001,Background
1803242010-00000000,1803242010-00000000_00000,Human
1803242010-00000000,1803242010-00000000_00001,Background
1803242321-00000539,1803242321-00000539_00000,Human
1803242321-00000539,1803242321-00000539_00001,Background
1803241638-00000256,1803241638-00000256_00000,Human
1803241638-00000256,1803241638-00000256_00001,Background
1803241734-00000564,1803241734-00000564_00000,Human
1803241734-00000564,1803241734-00000564_00001,Background
1803241944-00000277,1803241944-00000277_00000,Background
1803241944-00000277,1803241944-00000277_00001,Human
1803242036-00000460,1803242036-00000460_00000,Human
1803242036-00000460,1803242036-00000460_00001,Background
1803251225-00000208,1803251225-00000208_00000,Human
1803251225-00000208,1803251225-00000208_00001,Background
1803250215-00000353,1803250215-00000353_00000,Background
1803250215-00000353,1803250215-00000353_00001,Human
1803241734-00000291,1803241734-00000291_00000,Background
1803241734-00000291,1803241734-00000291_00001,Human
1803250719-00000477,1803250719-00000477_00000,Human
1803250719-00000477,1803250719-00000477_00001,Background
1803241610-00000040,1803241610-00000040_00000,Human
1803241610-00000040,1803241610-00000040_00001,Background
1803242101-00000288,1803242101-00000288_00000,Background
1803242101-00000288,1803242101-00000288_00001,Human
1803242036-00000369,1803242036-00000369_00000,Human
1803242036-00000369,1803242036-00000369_00001,Background
1803250719-00000175,1803250719-00000175_00000,Human
1803250719-00000175,1803250719-00000175_00001,Background
1803250837-00000572,1803250837-00000572_00000,Human
1803250837-00000572,1803250837-00000572_00001,Background
1803251032-00000247,1803251032-00000247_00000,Human
1803251032-00000247,1803251032-00000247_00001,Background
1803241840-00000324,1803241840-00000324_00000,Human
1803241840-00000324,1803241840-00000324_00001,Background
1803241840-00000054,1803241840-00000054_00000,Human
1803241840-00000054,1803241840-00000054_00001,Background
1803251131-00000513,1803251131-00000513_00000,Background
1803251131-00000513,1803251131-00000513_00001,Human
1803241914-00000206,1803241914-00000206_00000,Background
1803241914-00000206,1803241914-00000206_00001,Human
1803241707-00000447,1803241707-00000447_00000,Human
1803241707-00000447,1803241707-00000447_00001,Background
1803242010-00000418,1803242010-00000418_00000,Human
1803242010-00000418,1803242010-00000418_00001,Background
1803242036-00000176,1803242036-00000176_00000,Human
1803242036-00000176,1803242036-00000176_00001,Background
1803251003-00000181,1803251003-00000181_00000,Human
1803251003-00000181,1803251003-00000181_00001,Background
1803242036-00000170,1803242036-00000170_00000,Human
1803242036-00000170,1803242036-00000170_00001,Background
1803241944-00000522,1803241944-00000522_00000,Human
1803241944-00000522,1803241944-00000522_00001,Background
1803251225-00000407,1803251225-00000407_00000,Human
1803251225-00000407,1803251225-00000407_00001,Background
1803250018-00000433,1803250018-00000433_00000,Human
1803250018-00000433,1803250018-00000433_00001,Background
1803242321-00000554,1803242321-00000554_00000,Human
1803242321-00000554,1803242321-00000554_00001,Background
1803242010-00000198,1803242010-00000198_00000,Human
1803242010-00000198,1803242010-00000198_00001,Background
1803241734-00000386,1803241734-00000386_00000,Human
1803241734-00000386,1803241734-00000386_00001,Background
1803241914-00000171,1803241914-00000171_00000,Human
1803241914-00000171,1803241914-00000171_00001,Background
1803250146-00000332,1803250146-00000332_00000,Human
1803250146-00000332,1803250146-00000332_00001,Background
1803250837-00000262,1803250837-00000262_00000,Human
1803250837-00000262,1803250837-00000262_00001,Background
1803241840-00000450,1803241840-00000450_00000,Human
1803241840-00000450,1803241840-00000450_00001,Background
1803241914-00000184,1803241914-00000184_00000,Human
1803241914-00000184,1803241914-00000184_00001,Background
1803242321-00000197,1803242321-00000197_00000,Human
1803242321-00000197,1803242321-00000197_00001,Background
1803241734-00000202,1803241734-00000202_00000,Human
1803241734-00000202,1803241734-00000202_00001,Background
1803241707-00000226,1803241707-00000226_00000,Human
1803241707-00000226,1803241707-00000226_00001,Background
1803241707-00000226,1803241707-00000226_00002,Background
1803241707-00000145,1803241707-00000145_00000,Human
1803241707-00000145,1803241707-00000145_00001,Background
1803250837-00000270,1803250837-00000270_00000,Human
1803250837-00000270,1803250837-00000270_00001,Background
1803250146-00000459,1803250146-00000459_00000,Human
1803250146-00000459,1803250146-00000459_00001,Background
1803250719-00000180,1803250719-00000180_00000,Human
1803250719-00000180,1803250719-00000180_00001,Background
1803241610-00000384,1803241610-00000384_00000,Background
1803241610-00000384,1803241610-00000384_00001,Human
1803251003-00000374,1803251003-00000374_00000,Human
1803251003-00000374,1803251003-00000374_00001,Background
1803250936-00000144,1803250936-00000144_00000,Human
